"","id","Feb1","Feb2","Feb3","Feb4","Feb5","Feb6","Feb7","Feb8","Feb9","Feb10","Feb11","Feb12","Feb13","Feb14","Feb15","Feb16","Feb17","Feb18","Feb19","Feb20","Feb21","Feb22","Feb23","Feb24","Feb25","Feb26","Feb27","Feb28","lon","lat"
"387",5643,-0.5,0.1,-1,-1.7,-1.5,-5.4,-0.6,1,4.1,5.2,3,0.8,-1.3,-0.2,1.4,0,-0.1,2.8,2.3,2.5,4.9,2.3,1,2.8,1.4,2.3,3.5,2.4,12.4949,53.1864
"388",5664,0.7,0.4,-2.6,-3.8,-1.8,-1.6,-3.3,-3.2,-1.4,0.6,0.7,-0.4,0.9,1.9,0.6,0.5,0.5,1.2,0.7,1.3,2.7,1.7,2.5,3.1,2.4,2.1,2.7,2.6,8.2391,48.2953
"389",5676,0.8,1.2,-0.1,-1.8,-2.2,-3,-1.3,1.5,4.4,4.9,3,-0.1,-0.1,1.4,0.9,2.3,0.8,3.5,1.9,4.7,5.5,2.6,2.8,4.5,4,4.1,3.3,3.1,10.6898,52.3961
"390",5692,1.7,2,0,-1.5,-0.9,-0.5,-1.6,2.9,2.8,3.7,3.4,0.9,0.1,0.6,-0.9,1.6,2.3,2.9,1.4,5,4.9,2.2,2.5,4.7,3.7,5.7,4.7,3.3,8.3659,49.6051
"391",5705,0.6,0.4,-0.4,-2.1,-1.6,-1.8,-2.1,1.1,1.5,3.4,1.2,-0.4,-1.1,-1.4,0.2,-0.4,-0.3,0.6,-1.1,3.3,4.4,3,0.7,3.8,3.1,3,2.4,3.2,9.9577,49.7703
"392",5717,0.9,0.9,0.4,-1.4,-2.2,-1.3,0.1,2.6,3.8,4.7,3,2.2,3.7,6.5,3.4,1.9,2,2.5,1.1,5.1,3.7,3.1,2.6,3.5,3.9,5.7,4.1,3.2,7.1053,51.2248
"393",5731,-0.2,0.3,-2.2,-3.1,-1.8,-1.7,-4,-5,-3.2,-1.6,-2.2,-3.3,-3,-0.4,-1.1,-1.3,-0.7,-0.1,0.2,0.3,0.4,1.4,1.5,2.1,1.7,0.8,1.7,2.1,8.3799,47.678
"394",5745,0.5,0.3,-1.2,-1.5,-1.5,-4.7,-0.8,1.1,3.7,4.9,3.3,1.4,-0.8,0,1.4,-0.2,0.4,2.1,2.7,2.6,5.5,1.3,1.7,3.2,1.8,2.3,3,2.5,13.3268,52.9664
"395",5750,-0.7,0.2,-0.5,-3.1,-2.7,-3.3,-2.3,-0.1,2,3.7,2.4,0.1,0.7,1.2,0.3,2.3,0.6,1.6,0.4,3.3,4.3,1.9,1.6,3.5,3,3.4,3.5,2.7,12.1495,51.0314
"396",5779,-4.2,-4.7,-4.7,-7.1,-7.5,-7.9,-6,-5.7,-2,-0.7,-1,-4.4,-4.1,-4.6,-1.6,-1,-3.5,-2.6,-2.3,-1.9,-1.7,-1.7,-1.9,-0.3,-0.8,-1,-1.3,-1.8,13.7516,50.7314
"397",5792,-17.6,-18,-17.7,-13.3,-11.3,-10.1,-9.8,-17.7,-14.7,-6.4,-3.5,-3.9,-6,-9,-9.7,-7.8,-9.2,-7.5,-5,-6.5,-10.5,-12.3,-7.5,-14.2,-14.8,-13.1,-12,-12.3,10.9847,47.4209
"398",5797,0,0.1,-0.7,-3,-3.9,-3.3,-2.5,-0.5,1.3,2.7,1.7,-0.3,-0.1,-0.2,-0.5,1.3,0.3,1.2,0,3.9,5.6,1.4,1.9,3.6,2.7,2,2.9,2.5,12.4328,50.688
"399",5800,-2.2,-1.9,-3.9,-6.5,-3.3,-4.3,-5.2,-3.4,-3.2,0.3,-1.4,-3.2,-4.7,-4.6,-2.4,-0.3,-0.4,-2.5,-3,-1.9,-0.6,1.4,1.2,1.2,0,0.1,0.1,0.2,13.2385,49.028
"400",5825,1.1,0.9,-0.2,-1.2,-1,-4.1,-0.9,1.5,4.3,5.1,4.9,1.4,0.3,0.9,1.7,0.8,0.5,3,2.6,2.9,5.7,2.2,1.5,3,3,2.7,3.5,3,12.7867,52.6198
"401",5839,0.4,1.6,0.8,-0.4,-0.5,-1.4,3.1,4.3,5.8,5.7,4.2,2.4,2.9,4.2,2,1.4,2,2.9,2.8,4.1,3.5,3.2,4.6,5,3.7,5.7,4.8,4,7.2287,53.3881
"402",5856,-1.7,-1.3,-3,-6.6,-3.2,-3.7,-4.3,-3.1,-2.1,0.8,0.3,-1,-1.7,-2.5,-0.4,1.9,0.5,-1.5,-2.3,-0.4,2.3,1.6,2.7,3.1,2.2,1.6,2.3,1.8,13.3531,48.5451
"403",5871,-1.4,-1.5,-2.7,-3.7,-5.3,-4,-4,-0.1,0.6,1.1,0,-1.1,-1.2,0,-1.1,-0.9,-0.9,0.8,-2.4,4.4,1.7,0.8,1.3,1.5,2.1,3.5,2,1.2,7.2645,49.9462
"404",5906,2,2.5,0,-1.3,-0.4,0.3,-1.5,1,1.2,3.2,2.7,0.8,1,1.5,-0.7,2.1,2.1,2.7,0.5,4.8,5.6,1.9,2,4.7,4.4,5.7,4.8,3.6,8.5541,49.509
"405",5930,-2.6,-0.9,-0.8,-1.5,0.3,-3.3,3.4,2.9,5.9,5.5,3.6,1.9,0.6,1.3,2.8,1.7,0.2,4,3.3,3.1,2.9,3.1,3.4,4.6,3.9,4.8,3.8,3.3,10.0238,54.641
"406",5941,-5.6,-2.9,-5,-4.6,-5.3,-4.8,-5.8,-5.4,-3.9,-2.2,-3.9,-1.8,-4,-3.8,-2.9,-2.3,-1.8,-1.7,-2.4,-2,-1,0.3,0.4,0.9,0.2,0.3,-0.3,1.3,12.4696,47.6752
"407",6093,0.8,0.6,-0.4,-1.6,-1.2,-2.2,0.6,2,5.3,5.5,3.7,0.7,-0.2,1.8,1.1,1.2,-0.2,2.9,1.9,3.6,4.1,2.7,2.4,3.3,3.9,4.5,3.2,2.3,10.4704,53.2138
"408",6105,-1.6,0.1,-1.2,-2.2,-0.7,-2.6,2.9,2.6,5.9,5.8,3.4,1.9,0.5,0.8,2.7,1.2,-0.1,3.3,2.9,3.1,3.4,3.1,3.5,4.4,3.7,5.3,4.2,3.2,9.8052,54.3192
"409",6109,-0.8,0.3,-1.9,-1.6,-4.5,-6,-0.1,0.7,2.9,3.9,2,1.1,-1.3,-0.3,1.1,-0.5,0.2,2.1,3.6,1.7,5.3,1.1,2.3,3.5,2,2.3,3.2,2,14.3728,53.3837
"410",6129,-2.2,-1.6,-0.1,-2.5,-2.7,-3.5,-2.9,-0.3,1.6,3,2.2,0.6,1,0.4,2.4,-0.8,1.2,0.5,-0.1,0.9,3.1,1,0.6,3.2,0,-0.6,0.1,0.3,14.4262,51.0594
"411",6157,0.7,2.2,1.1,0.9,0.8,-0.3,3.3,4.5,6.1,6,4.1,2.4,2.6,3.6,2.5,2.7,1.7,2.6,3.1,4.2,3.4,2.8,4.3,5.1,4,6.1,5.1,3.9,8.081,53.6409
"412",6158,-1.8,-1.1,-4.7,-6.2,-3.3,-3.6,-5.4,-1.5,-0.9,1,-0.3,-1.9,-2.4,-2.3,-0.6,-1.6,-2.1,-1.6,-2.8,0.9,2.1,1.4,-0.3,1.9,0.8,0.8,0.8,1.4,10.6084,49.2247
"413",6159,-0.1,1,0.5,-1.1,-0.6,-1.2,1.1,4,6,5.6,4.3,2.5,3.7,5.7,2.2,2.1,1.4,1.5,2.7,4.4,3.7,2.2,4.4,5,4,6.1,5,3.8,7.3196,52.9542
"414",6163,-1.6,0.3,-1,-1.4,-0.5,-3.5,2.5,2.6,5.7,5.7,2.7,1.5,0.1,1.9,2.5,1.1,0.1,3,3.1,3.2,3.8,3,3,3.9,3.5,4.7,3.4,2.9,10.3519,54.1654
"415",6170,-0.5,0.7,0.1,-1.7,-3.9,-3.6,-2.2,1.1,3.2,4.7,4.7,1,-0.6,-1,1.1,0.1,1.5,2.8,0.9,2.1,5,2.4,2.2,3.6,1.2,0.6,0.4,1.9,14.7254,52.0192
"416",6186,0.4,0.7,-0.8,-1.9,-3.9,-1.7,-1.7,1.2,2.4,3.3,1.8,0.6,0.8,2.8,0.4,0.7,1.4,3,-0.6,5.8,3.8,2.6,1.9,3.4,2.9,4.8,3.3,2,7.8647,50.1988
"417",6197,-0.8,-0.1,-0.4,-3.1,-3,-4.2,-3.2,0.8,3.1,3.9,2.1,-0.8,0.4,2.4,-0.5,0.9,1,2.2,0.2,3.3,3.7,2.3,1.1,2.7,3.5,4.4,3,2.3,9.2709,51.8664
"418",6199,0.3,-0.2,-1.7,-1.3,-3.2,-5.6,2,2,4.5,4.1,1.9,0.8,-0.7,0.3,2.1,-0.2,0.1,3.7,4.2,3,4.9,2.9,1.9,3.7,1.7,2.9,3.1,3,13.0418,54.2484
"419",6217,1.2,0.7,-1.6,-2,-2,-0.5,-1.5,1.3,1.7,3.3,3.3,1,2.9,5.3,1.3,1.2,1.3,3.1,0.5,6.9,4.5,3.1,3.2,4.1,4.6,6.2,4.7,2.6,6.9351,49.2406
"420",6258,0.4,0,-2.3,-3.4,-2.6,-2.4,-3.8,-3.9,-2.4,0.5,-1.2,-2.7,-2.5,-2,-2,-1.7,-0.8,-0.6,0.4,2.5,1.5,0.9,0.6,3.1,1.9,1.6,0.5,2.4,9.4409,47.6845
"421",6259,-1.6,-2,-3.9,-4.7,-4,-4.3,-5.9,-2.5,-2.1,0.1,-0.3,-1.1,-1.2,-0.8,-2.2,-1.1,-2.6,-2.2,-2.9,4,3.3,1.1,0.5,1.7,2.1,3.2,1.5,1.2,9.6032,49.021
"422",6260,-0.3,-0.2,-2.7,-3.4,-2.3,-2.7,-4.1,-0.9,-0.8,0.9,0.6,-1.2,-1.4,-1,-0.2,0.3,-1.1,-0.5,-2.3,3.5,4.6,1.4,1.3,3.4,2.8,3.7,2.6,2.4,9.7039,49.3325
"423",6262,-0.2,-0.6,-6.6,-7.1,-2.8,-3,-6,-2.2,-0.8,1.5,0.4,-1.4,-0.6,0.3,-1,0.1,-2.3,-0.8,-0.9,3.3,4.3,1.5,2,2.9,2.9,1.8,2.3,2.7,9.8738,48.7696
"424",6263,-0.1,-0.2,-1.8,-2.9,-2.4,-2.4,-4,-2.9,-2.2,0.7,-0.9,-3.2,-3.4,-1,-1.5,-1.9,-1.5,-0.6,0.5,0.4,0.6,0.7,1.3,2.9,1.6,0.2,0.8,1.8,8.8218,47.7738
"425",6264,-1.5,-0.9,-1.7,-4.2,-4.6,-5.1,-3.1,-0.6,1.7,2,0.3,-0.3,0.9,3.7,1.2,0.8,-0.2,1,-0.3,3.2,2.2,1.3,1.3,2,2.8,3.7,2,1.2,8.6498,51.4143
"426",6265,0.3,0.9,-0.1,-1.4,-1,-4.3,-1,1.5,4.3,5.1,4.7,1.1,1.4,1,1.8,1.3,0.3,2.9,1.9,4,6,2.1,1.9,3.7,2.8,3.1,4,3.1,12.3867,52.3613
"427",6266,-0.3,0.8,0.1,-1.6,-2.5,-5,-1.7,1.1,3.9,4.9,3.1,-1.2,-0.3,0.5,-0.3,1.4,0.6,3.1,1,3.7,5.1,2.9,2.7,3.7,3.7,3.3,2.9,3.1,10.9625,52.0305
"428",6272,-1.3,0.3,-1.9,-3,-3.9,-3.5,-2.6,-0.1,1.9,3.2,1.7,-0.9,-1,-1.2,-1.1,0.2,-0.8,1.5,-0.9,2.9,3.1,1,0.6,3.1,2.3,2.7,2.4,2,10.2516,50.8424
"429",6273,1,1.1,-0.1,-1.4,-1.5,-4.6,-1.7,1.8,4.6,5.4,4.8,0.4,0.2,0.1,1.2,1.4,-0.1,3.1,0.9,3,5,2,1.6,2.9,2.2,2.6,3.1,3,11.8549,52.5072
"430",6275,0.5,0,-4.8,-5.3,-1.9,-2.6,-4.2,-1.3,0,1.5,0.5,-0.9,-0.4,1.2,-0.8,0.2,-0.9,0.2,-0.2,3.2,3.5,1.7,2.4,3.2,2.7,1.4,2.2,3.3,9.4625,48.6707
"431",6305,-3,0.9,0.2,-2.4,-2.7,-3,-2.1,1.3,3.8,4.7,1.9,0.1,0.5,0,-1.6,-0.8,0.1,1.5,0.5,4.5,3.9,0.6,1,3.8,2.1,0.9,1.5,1.4,10.4948,51.2065
"432",6310,-0.3,0,-1.5,-1.3,-3.2,-5.8,1.9,1.9,4.3,3.7,2.4,1,-0.2,-0.1,1.9,0,0.4,3.7,4.4,2.5,5.2,2.3,2,3.5,1.8,0.9,1.9,2.5,13.8239,54.1049
"433",6312,-0.7,-0.4,-2.5,-4.3,-2.4,-2.6,-4.3,-0.6,0,1.4,0.3,-1.3,-1.7,-1.7,-0.4,-1.8,-1.7,-0.4,-2.2,1,3.6,1.4,0.1,2.3,0.9,0.6,1.4,2.3,10.6418,49.5314
"434",6314,0.2,0.1,-0.3,-3.3,-2.8,-3.3,-2.9,-0.2,1.4,3.1,2,0.1,0.7,0.5,1.2,1.8,1.6,1.5,1.5,4.2,5.5,2.1,2.4,4.2,3.1,3,3.6,2.3,13.3008,51.0507
"435",6336,0.2,0.3,-1.4,-2.8,-2.5,-2.1,-2.8,0.9,1.5,3.1,1.1,-0.6,-1.1,-1.6,0.1,-0.5,0,1.1,-0.9,3,3.2,1.1,0.1,2.7,2.3,2.4,2.5,2.3,9.6539,50.0133
"436",6337,1.8,1.3,0.9,-0.8,-0.8,-1.2,0,3,4.8,5.2,2.9,0.1,3.3,6.6,2.6,2.2,1.8,1.8,2,5.3,3.9,3.1,4.1,4.4,4.6,6.4,5,3.9,7.5193,51.7663
"437",6344,0.4,1.3,0.4,-1,-2,-0.6,-0.7,2.2,3.1,4,2.5,1.1,0.9,2.3,2.1,1,2.3,2.9,0.4,5.8,4.5,2.2,1.6,4,3.4,5.1,4.1,2.1,8.1433,50.3944
"438",6346,-1.1,-1.4,-7.7,-8.2,-3.7,-4.2,-6.1,-3.1,-2.2,0.1,-2.1,-2.2,-3,-3.4,-2.3,-2,-3.2,-2.3,-2.6,2,1.4,0.2,0.2,2.3,1.4,0.4,-0.2,1.1,11.2034,48.2072
"439",6347,0,0,-1,-2.6,-2.6,-2.5,-2.9,0.2,0.9,2.8,0.8,-1,-1,-1.7,0.1,0,-1,0.6,-1.6,3.6,3.6,2.2,0.1,2.7,2.5,3,2.7,2.4,10.2974,50.0578
"440",7075,-0.6,-0.7,-4.9,-7.3,-3,-3.5,-5,-2.2,-1.5,1.1,0.2,-1.5,-2.1,-2.5,-1.9,-2.1,-2.2,-1.6,-2.5,-0.3,0.5,1.4,-0.2,2.4,1,0.6,1.8,1.7,11.8494,48.7021
"441",7099,0.4,0.8,-0.5,-2.5,-2.9,-4.4,-2.3,1,3.6,4.4,2.8,-0.3,1.1,3.3,-0.4,1.5,0.9,2.9,1.7,5,5.3,2.8,2.6,4.1,4.1,5,3.6,3.2,10.3966,52.0111
"442",7105,-2.3,-2.5,-4.4,-4.5,-5.5,-5.7,-6.1,-4.7,-2.9,-0.2,-2,-2.9,-3,-2.2,-0.9,-0.9,0.5,-3,-1.2,3.1,3.4,0,1.9,1.3,0.5,1.1,1.3,0.5,12.6549,47.8349
"443",7106,1.1,1.1,1,-1.4,-1.5,-2.2,-0.9,2.5,4.6,4.9,2.8,-0.7,1.4,2.1,-0.4,0.2,1.3,2.2,2.2,4.7,4.1,3,3.2,4.2,4.7,6.4,4.1,3.1,8.4568,52.0714
"444",7187,1,1.3,-0.4,-2.5,-1.4,-1.1,-2.5,1.4,2.4,3.3,1.8,0.2,-0.3,-0.5,0.5,0.8,1,1.5,0.1,3.2,3.5,1.6,-0.3,3.4,2.7,3,3.1,2.6,9.4053,49.7636
"445",7298,-2.1,0.8,-1.7,-3.2,-1.6,-3.2,3.7,2.9,5.6,5.5,3.9,2.1,1,1,2.9,1.4,0.8,3.8,3.2,3.1,2.2,3.4,3.3,4.4,3.7,4.8,4.5,3.9,9.0425,54.5266
"446",7319,-1.4,-0.8,-6.6,-7.8,-3.2,-3.7,-5.6,-1.9,-1,1.2,0,-1.8,-2.3,-3,-1.9,-0.7,-1.7,-1.6,-1.9,-0.5,0.2,1.6,0,2.6,1.7,0.2,-0.3,1.6,10.7415,48.7351
"447",7321,-1.2,0.5,0.4,-1.6,-2.3,-2.7,-1.9,0.6,3.1,4.3,2.5,-0.8,-0.6,-1,-0.3,2.4,-0.4,0.9,-1.5,3,4.3,0.2,1.7,2.8,1.6,2.4,3,1.8,11.3319,51.1509
"448",7329,-1.4,-1.3,-2.1,-3.7,-4.6,-4.6,-3.8,-1.7,0,1.6,0.2,-1.6,-1.8,-1.6,-0.8,1.5,0.6,0,-1.6,2.4,4.4,0.4,0.6,2.3,0.9,0.5,2.7,1.3,12.2852,50.5457
"449",7330,0.5,1.1,0.3,-2.5,-2.5,-2.5,-1.7,1.9,3.8,4.3,2.2,-0.1,4.5,6.2,0.7,0.4,1.1,1.7,1.4,5.2,4,3.1,3.2,3.3,3.6,6,3.7,3,7.978,51.4634
"450",7331,-2.1,-1.8,-9.5,-8.3,-3.4,-4.2,-6.5,-2.6,-1.2,1,-0.2,-2.3,-3,-3.1,-2.1,-1.3,-2.1,-1.7,-2,-1.2,-0.7,1.1,0.4,2.1,1.1,0.1,-1.1,1.7,10.2682,48.6096
"451",7341,1,1.4,-0.1,-1.6,-1.5,-1,-1.9,2.8,3.2,4.4,2.9,1.2,1.1,1,0.5,1.8,2.4,3,1.1,6.5,5.6,2.7,1.9,4.7,4.2,5.5,4.4,3.3,8.7862,50.09
"452",7343,-3.1,-3.5,-3.3,-6,-7.9,-7.2,-6.2,-3.8,-1,0.4,0.1,-3.4,-3.2,-3.5,-0.2,1,-2.3,-1.5,-2.2,-1.6,-0.3,-0.9,-0.7,0.9,-0.7,-2.5,-0.3,-0.9,13.4816,50.6199
"453",7350,-1.9,-1.7,-3.6,-5.4,-3.2,-3.9,-5.7,-3,-2.7,0.3,-1.1,-3,-3.4,-4,-2.7,-1.2,-1,-2.3,-3.5,0.5,1.4,0.9,1,1.3,0.6,0.4,0.9,0.3,12.8231,49.1087
"454",7351,-1,-0.5,-2.3,-2.1,-3.3,-7.8,-0.4,0.5,3.5,4.5,1.7,0.3,-1.2,-0.1,0.5,-0.7,0.1,1.9,3.3,1.9,5,1.2,1.3,2.9,1.7,2.4,3.1,2.3,13.4175,53.3175
"455",7364,0,1.1,0.6,-1.4,-1,-2.9,-1,1.7,4,5,4.2,0.4,2,1,1.2,2.5,0.2,2.9,1.6,4.3,5.5,1,2.2,4,2,2.9,3.9,3.5,12.3042,51.682
"456",7367,0.5,1.2,0.5,-1.8,-1.9,-3.5,-2.5,1.8,4.3,5,3.1,0.3,1.8,2.7,-0.6,1.3,1.7,3,1.2,4.6,5.3,3.1,2.2,4,4,4.8,3.5,3.2,9.8072,51.9644
"457",7368,-0.5,0.2,-0.6,-2.6,-3.5,-3.9,-2.3,0.3,1.9,3.3,1.7,-0.9,-0.4,-0.4,-2.1,-0.9,-0.3,1.4,-1,4.1,3.7,1.5,1.3,3.2,3,2.6,3.2,2.2,10.3621,51.0007
"458",7369,-1.8,-1.3,-5.3,-7.2,-3.5,-3.7,-5.5,-1.8,-0.9,0.9,-0.3,-2,-2.3,-2.3,-0.7,-1,-2,-1.8,-3,0.6,2.8,1.3,0.3,1.9,1.4,0.6,0.7,1.3,10.3662,49.1623
"459",7370,-2,-1.4,-4.4,-7.2,-3.7,-3.9,-4.4,-2.5,-1.9,0.8,-0.3,-2.5,-2.7,-3.3,0,0.5,-1.5,-1.3,-3.1,-0.6,-0.8,0.6,0.6,1.8,-0.1,-0.9,0.3,0.3,12.6838,49.3909
"460",7373,2,3.6,3.5,1.2,0.6,0.4,4.4,5.1,5.8,5.6,4.4,2.6,3.3,4.8,2.5,2.1,3.7,4,3.4,4,3.5,3.7,4.7,4.9,3.7,5.3,5.2,4.6,6.7024,53.5984
"461",7374,1.1,1.2,1,-0.8,-1.2,-1.1,-0.1,3.3,5.3,5.4,2.9,-0.3,3.1,6.5,1.8,1.7,1.9,0.3,2.2,4.6,3.3,1.7,3.5,4.5,4.2,6.3,5,3.6,6.941,52.0814
"462",7389,0.7,0.6,-1.2,-1.8,-3.8,-4.9,-1.3,0.7,3.3,4.5,3.6,1.8,0.1,-0.1,1.1,-0.4,0.7,2.5,2.7,2.6,5.7,1.3,2.2,3.6,2,2,3.2,2.8,13.8427,52.7461
"463",7393,0.8,1.3,0.5,-1.8,-1.6,-2.6,-2.4,1,2.6,4.3,3.9,0.6,-0.3,0.3,3.1,0.6,2.4,2.2,1.3,3,5.3,2.6,2.8,5,2.2,1.4,2,2.2,14.2533,51.4493
